Establishment,Host,Neighbourhood,Latitude,Longitude,Room Type,Price,Duration,Total Reviews
Double room in Clapham/Battersea,Henrietta,Wandsworth,51.47043,-0.17155,Private room,40,2,171
Lovely flat in the heart of Islington,Eleni & Tom,Islington,51.53861,-0.09678,Entire home/apt,99,7,65
Lovely 1 bedroom flat in Dalston,R & T,Hackney,51.55032,-0.07684,Entire home/apt,75,7,2
worth to stay.you will never regret,Ganesan,Newham,51.55311,0.02273,Private room,29,150,0
Chelsea Overlooking Thames,Edmund,Barnet,51.58095,-0.22395,Private room,65,1,0
King size room in relaxing home,Mariano & Eduardo,Newham,51.53304,0.01405,Private room,35,2,170
"Charming Bedroom, SWISS COTTAGE / HAMPSTEAD NW3",Alon,Camden,51.54387,-0.17308,Private room,40,1,94
Big House for Olympics sleeps 6 to8,Stephen,Camden,51.54897,-0.18309,Entire home/apt,756,14,0
Rent for Olympics,Inma,Waltham Forest,51.57139,-0.03131,Private room,120,7,0
"Stylish, Light Central London Flat",Sally,Wandsworth,51.47565,-0.15159,Private room,90,2,231
Bright and arty first floor apartment in zone 2,Adriano,Lambeth,51.4619,-0.1169,Entire home/apt,120,2,30
Chic Victorian Apartment with Fireplace,Jimmy & Janie,Lambeth,51.46945,-0.13013,Entire home/apt,138,365,126
ROOM TO RENT IN THE OLYMPIC PERIOD,Ramon,Waltham Forest,51.56407,-0.01151,Private room,100,1,0
Large Victorian ensuite room,Alessandra,Hounslow,51.48423,-0.2629,Private room,40,3,6
Bright Furnished Double Islington,Claire,Southwark,51.45768,-0.0526,Private room,45,5,0
Spacious Double Room (R3),Layla,Ealing,51.50095,-0.25827,Private room,60,1,133
"Superior Boutique Comfort, Amazing Fast Transport",Allan,Lewisham,51.45625,-0.01633,Private room,36,8,172
HUGE Central Ldn Room in Flatshare,Baxter,Islington,51.52382,-0.10533,Private room,71,1,166
2 Bed appt overlooking olympic park,Richard,Newham,51.53098,-0.01191,Entire home/apt,200,21,0
Artist residency with panoramic south city views,Claire,Hackney,51.53185,-0.08152,Entire home/apt,110,1,352
Beautiful warehouse flat in London,Dalston,Hackney,51.55112,-0.07469,Entire home/apt,75,1,28
Shepherds Bush W12 Double/Twin Room,Kenichiro,Hammersmith and Fulham,51.50743,-0.22568,Private room,59,2,336
Comfortable room in central flat,Natalie,Southwark,51.49208,-0.06124,Private room,45,1,0
Tranquil Victorian Town House,Anna,Haringey,51.57036,-0.11044,Private room,70,1,4
NICE DOUBLE ROOM IN A CLEAN  AND QUIET HOUSE,Tricia,Croydon,51.40392,-0.09948,Private room,21,1,42
A double bedroom with own bathroom,Sylwia,Ealing,51.53193,-0.37645,Private room,50,2,1
LondonVictorian house- room to rent,Hilary,Lewisham,51.45837,-0.03635,Private room,60,1,0
Chiswick: Luxury 2 bed maisonette,Sandra,Hounslow,51.48775,-0.27161,Entire home/apt,160,5,47
"Bright, Cosy Flat",Kadija,Newham,51.52738,0.00964,Entire home/apt,50,5,11
"Lovely double room in Oakwood, North London",Denise,Enfield,51.65075,-0.11841,Private room,33,30,50
"Homely Twin Room Streatham,London",Karen,Lambeth,51.41847,-0.12583,Private room,29,3,170
Homely Triple Room London 2,Karen,Lambeth,51.41727,-0.12568,Private room,29,3,164
selfservice kingsize bedroom&lounge,Ashudill,Newham,51.5435,0.05856,Private room,175,2,0
Riverside House Near Iconic Tower Bridge,Oliver,Southwark,51.50137,-0.06898,Entire home/apt,125,5,4
KENSAL GREEN Flat for Olympics rent,Adam,Brent,51.53575,-0.23816,Entire home/apt,235,14,0
2 Bed Flat 5 mins from Olympic Park,Leona,Newham,51.53232,-0.00862,Entire home/apt,300,14,0
"Gorgeous One bed flat in London, N1",Clare,Hackney,51.53805,-0.08485,Entire home/apt,88,2,55
"Luxury, Newly Renovated Chelsea Apartment",Julia,Kensington and Chelsea,51.48464,-0.18231,Entire home/apt,164,4,110
Canary Wharf/Excel riverside luxury,John,Newham,51.49962,0.03246,Private room,135,2,21
"Olympics, sleep 4, beautiful house",Stephen,Camden,51.54832,-0.18374,Private room,378,2,0
Double Room Near Olympic Park,Paolo,Newham,51.54254,0.00881,Private room,100,1,0
Gorgeous double at Camden Market,Gideon,Camden,51.54372,-0.14685,Private room,60,1,107
3 Bedroom House by Camden Stables,Gideon,Camden,51.54236,-0.14495,Entire home/apt,336,2,41
Unwind on a Roof Terrace near Columbia Road Market,Tom,Tower Hamlets,51.52804,-0.06444,Entire home/apt,140,3,61
Stratford City apartment room,Fai,Waltham Forest,51.60986,-0.01928,Private room,45,2,1
Beautiful double room in Victorian house,Fiona,Barnet,51.61707,-0.14813,Private room,50,2,7
High rise flat in Angel Islington,Arnie,Islington,51.52867,-0.09961,Private room,45,2,70
Fabulous Victorian House Islington Central London,Natalie,Haringey,51.56756,-0.10637,Entire home/apt,240,2,33
"BY CANAL DOUBLE ROOM, OWN BATHROOM, DESK + GARDEN",Christina,Islington,51.53555,-0.11739,Private room,60,2,150
"Bright airy double room, central",Hilda,Lambeth,51.45371,-0.11009,Private room,32,2,223
"Peaceful, Convenient, Central Ldn.",Anne,Islington,51.54472,-0.10965,Private room,60,12,75
Beautiful Bright 2 double bedroom,Eleonor,Kensington and Chelsea,51.49117,-0.18766,Entire home/apt,193,4,109
"Kingsize Bedroom, 10 mins to City.",Nathan,Lewisham,51.46174,-0.01652,Private room,29,1,14
"Double room with Garden view, Females only.",Sandra,Westminster,51.52975,-0.2156,Private room,42,2,7
"London, Hoxton. Nice, 2 bedroom, 7th floor flat.",Nathan,Hackney,51.53024,-0.08936,Entire home/apt,55,28,0
2 Bed Flat in East London By The Canal W/Balcony,Serge,Tower Hamlets,51.52847,-0.04278,Entire home/apt,195,5,34
Charming 2-bed Shoreditch Apartment,Frankie,Hackney,51.52776,-0.08271,Entire home/apt,176,4,79
"Stylish flat, walk to the Shard and Borough Market",Sophie,Southwark,51.49985,-0.0827,Entire home/apt,110,3,184
Fabulous room + bathroom in gorgeous Mayfair,Francine,Westminster,51.5046,-0.14886,Private room,100,1,636
Double Room for professionals incl WIFI,Orsi,Bromley,51.39335,0.11933,Private room,25,1,90
Double room in lovely period house - friendly host,Kit,Haringey,51.60058,-0.11469,Private room,50,6,67
Olympic let,Jo,Islington,51.54145,-0.08834,Private room,120,1,0
VERY SPACIOUS ROOM IN ARTY PENTHOUSE FLAT,Kad,Brent,51.5669,-0.27525,Private room,45,1,0
London Olympic High standard room,Di,Lewisham,51.42681,0.00684,Private room,87,7,0
London Olympic Easy access to venue,Di,Lewisham,51.42875,0.00864,Private room,86,7,0
London Vauxhall - Excellent Option!,D & D,Lambeth,51.48621,-0.12126,Entire home/apt,98,2,263
"2 bed flat, 15 mins to Stratford",Andres,Redbridge,51.5834,0.02849,Entire home/apt,79,7,12
Lovely garden flat - a London oasis,Oliver,Hackney,51.56672,-0.08441,Entire home/apt,150,5,17
"Pristine 5 Star Dble Room, 1 Guest, Central W1",Mary,Westminster,51.51882,-0.14108,Private room,71,2,98
Stylish house close to river thames,Vicky,Hammersmith and Fulham,51.48864,-0.21614,Private room,65,1,283
Unique Stylish Flat-Great Location!,Aisling & Matt,Tower Hamlets,51.52899,-0.03612,Entire home/apt,100,4,5
Sunny Victorian Flat in London,Lizzy,Wandsworth,51.4214,-0.16378,Entire home/apt,80,7,10
Waterloo Heights,Tope,Lambeth,51.5007,-0.11516,Private room,53,2,516
Lovely Self Contained Garden Studio (own entrance),Sandy,Hammersmith and Fulham,51.50146,-0.24997,Entire home/apt,76,5,55
Luxury apartment : London/Wimbledon,Glynis,Kingston upon Thames,51.4041,-0.25129,Entire home/apt,80,7,55
Vintage Oasis&Double Room&Peace...,Raimonda,Waltham Forest,51.59859,-0.00736,Private room,41,2,156
Your Central London Home Base,Alienor & Piers,Westminster,51.49903,-0.13648,Entire home/apt,116,4,79
Double bedroom in SW London,Pippa,Wandsworth,51.42533,-0.16834,Private room,36,4,0
Lovely Garden Flat for 2 + baby,Pippa,Wandsworth,51.42484,-0.16602,Entire home/apt,120,7,0
Double bedroom mezzanine apartment,Marianne,Hounslow,51.48143,-0.26897,Entire home/apt,114,4,50
"Large sunny room, private bathroom, Dalston",Suzanne,Hackney,51.55301,-0.07762,Private room,49,2,132
"Fab Fulham Flat, near Chelsea",Wayne,Hammersmith and Fulham,51.48394,-0.19872,Entire home/apt,88,2,252
"Cosy Garden Flat in London, Hackney",Åsa,Hackney,51.55508,-0.05801,Entire home/apt,150,7,9
2 Bedroom Garden Flat near Richmond,Louisa,Richmond upon Thames,51.45791,-0.32225,Entire home/apt,186,4,127
"King sized double room, part of house sleeping 8",Eddie,Islington,51.54036,-0.08834,Private room,49,1,9
Comfortable place to base yourself,Brendan,Brent,51.54966,-0.22342,Private room,30,3,88
Earls Court-London-2 Bed/2 Bath,Thanos,Kensington and Chelsea,51.4875,-0.19608,Entire home/apt,143,2,265
White Room in Classic London Town House - Zone 2,Francien,Lambeth,51.4435,-0.1294,Private room,70,2,60
Lovely Double Near the Underground,Faisal,Waltham Forest,51.55779,-0.01098,Private room,59,1,2
Serene Room in Classic London Town House - Zone 2,Francien,Lambeth,51.45045,-0.12258,Private room,70,2,83
Victorian Room in Classic London Townhouse -Zone 2,Francien,Lambeth,51.44739,-0.12319,Private room,65,2,18
"Cosy room, Hackney, flat overlooks Regents Canal",Querida,Hackney,51.53547,-0.05543,Private room,29,7,82
One Bedroom Flat Shepherds Bush,Jonathan,Hammersmith and Fulham,51.50372,-0.22123,Entire home/apt,120,3,75
Stunning Bright flat,Marcus,Camden,51.54146,-0.13735,Entire home/apt,109,5,36
Gorgeous apartment nr Olympics!,Helen,Hackney,51.55623,-0.07596,Entire home/apt,302,7,0
Clean SINGLE room in West London,Vedrana,Hounslow,51.48703,-0.36676,Private room,35,2,7
Large Dble Room TV+wifi nr NPL & College,Graham,Richmond upon Thames,51.42863,-0.34688,Private room,37,1,185
Stunning Victorian Flat with woodland garden,Nynke,Hackney,51.56038,-0.06448,Private room,65,1,2
Bethnal Green / Shoreditch Room,Jimmy,Tower Hamlets,51.52668,-0.05811,Private room,34,2,102
Double bedroom king Cross Islington,"Cheryl, Anna ,Lee",Islington,51.53723,-0.11254,Private room,122,2,0
Single bedroom,Susan,Hammersmith and Fulham,51.50331,-0.24071,Private room,35,1,49
Single room,Susan,Hammersmith and Fulham,51.5033,-0.24057,Private room,35,2,144
"Large, clean DOUBLE room - W London",Vedrana,Hounslow,51.48571,-0.36661,Private room,44,3,1
"Garden flat, Putney",Nigel,Wandsworth,51.4603,-0.22061,Private room,908,1,1
ARTISTS SPACIOUS APARTMENT PORTOBELLO NOTTING HILL,Helena,Kensington and Chelsea,51.5178,-0.2009,Entire home/apt,85,7,139
Bed & Breakfast - Double Room!,Maurizio,Redbridge,51.61587,0.0468,Private room,50,2,0
Room to let in leafy Wimbledon,Caroline,Merton,51.42732,-0.19866,Private room,50,1,17
Sunny dbl+parking nr Brixton market,Alicia,Lambeth,51.45958,-0.10774,Private room,51,2,6
"Double Bedroom,Olympic  Area,London",Henry,Newham,51.51798,0.01687,Private room,80,1,1
Small single room,Geraldine,Barnet,51.60525,-0.14453,Private room,23,1,79
"MORDEN London Zone 4, Bright Single Room",Colin,Merton,51.39878,-0.19798,Private room,12,30,35
Olympic Crash Pad,Jennifer,Lewisham,51.45586,0.01176,Private room,80,1,0
Bright Double bedroom in house,Rose,Hounslow,51.48582,-0.27241,Private room,65,1,32
Tidy double bedroom,Anandraj,Redbridge,51.59075,0.08111,Private room,150,1,0
Comfortable/Friendly/Double room for 1/Limehouse,Philip,Tower Hamlets,51.51127,-0.03934,Private room,29,2,89
Londoners' London N2,Rachel,Barnet,51.59322,-0.18292,Private room,400,1,9
Stylish Ensuite Room in house. - Maida Vale.,David,Brent,51.53707,-0.19483,Private room,76,2,67
twin attic en suite,Patricia,Brent,51.58167,-0.31537,Private room,70,1,0
"Cosy single room, in quiet area,",Susanna,Waltham Forest,51.58178,-0.01382,Private room,28,1,0
A Very Relaxing North London Haven,Raphael,Haringey,51.59707,-0.10448,Private room,48,2,15
Bedroom / ensuite,Tracey,Barnet,51.6131,-0.16563,Private room,100,1,0
Studio in Fitzrovia / Oxford Circus,Rawan,Westminster,51.5201,-0.14258,Entire home/apt,136,4,123
Bright Dbl/Nr/ Excellnt Transp,NokuMary,Southwark,51.43093,-0.08233,Private room,230,1,0
Double Bed Room with access to private loft,Stella,Westminster,51.52891,-0.21241,Private room,49,1,116
Bright double room,Alison,Camden,51.56958,-0.14615,Private room,29,3,62
Lovely Twin Room near to Common,Frances,Merton,51.41893,-0.23555,Private room,85,2,27
Alvin's London Holiday Apartment,Alvin,Tower Hamlets,51.52145,-0.05234,Entire home/apt,80,3,62
Penthouse room in London Bridge,Blair,Southwark,51.50275,-0.08849,Private room,120,3,119
Lovely smart room,Julia,Hammersmith and Fulham,51.5084,-0.22737,Private room,40,1,208
Medium single room,Julia,Hammersmith and Fulham,51.50962,-0.22833,Private room,40,1,268
Large twin bed-sitting room by Battersea Park,Anne,Wandsworth,51.47483,-0.16392,Private room,58,1,339
Spacious Clean and Tidy Double Room,John Paul,Bromley,51.40928,0.00591,Private room,50,7,7
"2 Bed/2 Bath (4-5ppl), Sky TV, AC, Entire Flat 11",Paul,Westminster,51.51476,-0.15813,Private room,280,2,10
Double room in light airy flat,Eileen,Hackney,51.53569,-0.0775,Private room,50,5,282
"RoofTerrace dble rm,StratfordCentre",Kathryn,Newham,51.54139,0.00377,Private room,40,1,35
Peaceful Riverside Island Sanctuary,Mary,Richmond upon Thames,51.42572,-0.31003,Private room,35,3,3
Stunning 4 bedroom house near Wimbledon Common,Dianne,Merton,51.41575,-0.23476,Entire home/apt,270,21,4
Single Rm in Warm Charasmatic Home,Ali,Lambeth,51.42446,-0.09695,Private room,30,7,29
Sunny single free WiFi  Nr Richmond,Lark,Hounslow,51.4651,-0.32557,Private room,35,2,158
Single Room Half Board Basis,Blanca,Redbridge,51.60903,0.04005,Private room,35,14,0
"Attractive, comfy double in Eltham",Joanna,Greenwich,51.46679,0.05159,Private room,28,3,5
Double room in South London,Urszula,Lewisham,51.43079,-0.06619,Private room,35,1,51
Ideally located in Greenwich & accessible to O2,Brion,Greenwich,51.48888,0.00457,Private room,48,1,147
Pimlico Pad,Michael,Westminster,51.49248,-0.13848,Private room,95,2,145
Beautiful Blue Room,Mayda,Wandsworth,51.44355,-0.19915,Private room,48,1,20
Private bathroom Free parking West Thamesmead,Muriel,Greenwich,51.49921,0.08801,Private room,55,1,19
"Cute Double Room,Shoreditch, London",Jess,Hackney,51.53164,-0.07,Private room,50,2,15
Edwardian house sleeps 8,Eddie,Islington,51.54076,-0.09034,Private room,156,2,59
Olympic accomodation - family share,Mark,Redbridge,51.55981,0.03933,Private room,200,14,0
2 bedroom flat for a couple & kids,Lara,Camden,51.54632,-0.13666,Entire home/apt,80,5,1
garden studio Ealing sleep up to 4,Stefano & Maria,Ealing,51.5219,-0.32322,Entire home/apt,48,5,113
"Trendy London Double Room, Cafes & XLent Transport",Esther,Islington,51.5553,-0.12141,Private room,39,14,31
Small well placed room in Docklands,Daphne,Newham,51.5103,0.05984,Private room,26,1,287
Newly Decorated Rooms with Double Beds,Mr NADORI,Southwark,51.45283,-0.05073,Private room,35,5,8
Casa Chelsea,Wills,Kensington and Chelsea,51.47987,-0.1833,Private room,55,2,337
Super small double in stunning home,Carolyn,Wandsworth,51.4602,-0.18631,Private room,40,1,74
A home away from home,Laryssa,Islington,51.52715,-0.11114,Entire home/apt,155,3,37
"Secure Town House Fulham, London",Emmy,Hammersmith and Fulham,51.48103,-0.20291,Private room,60,28,1
SELF CONTAINED BEDROOMS IN LONDON,Micheal,Greenwich,51.4844,0.09562,Private room,100,1,0
10 Minute Walk to the Olympics Park,Seane,Newham,51.54772,0.00916,Entire home/apt,200,1,0
"Sunny loft, Brixton: WiFi & B'fast",Natasha&Ed,Lambeth,51.4552,-0.11799,Private room,64,2,130
Cool and Trendy East London,Simon,Hackney,51.54671,-0.03062,Private room,48,1,4
Cosy private double room in vibrant area,CharliesAngel,Haringey,51.58152,-0.10332,Private room,33,1,138
2 Bed Luxury Waterside Apartment,Kamila,Tower Hamlets,51.4937,-0.01812,Entire home/apt,360,21,0
Bright & beautiful 3-bed/2-bath near Portobello Rd,Sadakat,Kensington and Chelsea,51.51797,-0.21171,Entire home/apt,233,3,22
Cosy and central St Luke's/Barbican single room,Claudia,Islington,51.52157,-0.09276,Private room,46,3,87
Nice rooms in Elephant & Castle - SE17 - C. London,Pablo,Southwark,51.48907,-0.09553,Private room,60,30,0
South Kensington premier location,Lorraine,Kensington and Chelsea,51.48566,-0.18415,Entire home/apt,195,186,10
The lynton boutique,Cynthia,Bromley,51.4089,-0.00496,Entire home/apt,60,2,25
Richmond/South West London home,Will,Richmond upon Thames,51.45872,-0.32277,Private room,454,4,0
Private floor in Haringey house,Jose And Teresa,Haringey,51.57738,-0.07805,Private room,45,3,200
DYNAMITE views!,Edson,Tower Hamlets,51.5267,-0.06295,Entire home/apt,75,15,28
"lovely double room in creative house, Dalston",Janina,Islington,51.54595,-0.08388,Private room,42,20,26
Nice Bright and Light Double Room,Juliette,Merton,51.42032,-0.161,Private room,55,2,0
Great apartment for Wimbledon!,Leila,Merton,51.40804,-0.22837,Entire home/apt,70,30,15
"Self contained studio, West London",Karmen And Tomislav,Ealing,51.54689,-0.36273,Entire home/apt,50,1,224
Great Olympic flat in Brixton,Nanako,Lambeth,51.46094,-0.11361,Private room,200,1,0
"Lovely room in Clapton, Hackney E5",Joseph,Hackney,51.55657,-0.05697,Private room,53,2,66
LONDON FIELDS 1 BED FLAT WITH VIEW,Rachel,Hackney,51.54356,-0.06084,Entire home/apt,70,10,5
Double room in Croydon,Diego,Croydon,51.37207,-0.10167,Private room,115,3,0
SELF CONTAINED ROOMS IN LONDON,Harrison,Greenwich,51.4837,0.09418,Private room,100,1,0
2 bed modern apartment in Wimbledon,Sunita,Merton,51.4291,-0.19028,Entire home/apt,75,2,2
Beautiful Penthouse in Clapham,Marc,Lambeth,51.46024,-0.13538,Entire home/apt,109,1,52
Park View Accommodation,Fiona,Lambeth,51.44819,-0.10234,Private room,50,2,0
Room in the Heart of Docklands,Tracey,Tower Hamlets,51.48888,-0.01955,Private room,86,1,0
NEW Huge double bedroom in Wembley,Maz,Brent,51.55432,-0.29468,Private room,70,1,0
Spacious two-bedroom flat in London Finsbury Park,Jakob,Islington,51.56943,-0.11329,Entire home/apt,80,14,6
HUGE SHOREDITCH WAREHOUSE - SLEEPS UP TO 10,Jon,Hackney,51.52588,-0.08098,Entire home/apt,436,1,160
HUGE SHOREDITCH WAREHOUSE SLEEPS UP TO 10,Jon,Hackney,51.52591,-0.07978,Entire home/apt,436,1,141
Central London (EC1) 1 Double Bed,Danny,Camden,51.52135,-0.11113,Private room,42,30,82
North London Mansion,Maksim,Barnet,51.63182,-0.18907,Private room,110,1,0
"Luxury Riverside Apartment,Hackney",Geraldine,Hackney,51.5605,-0.0472,Private room,50,30,10
QUIET SPACIOUS CAMDEN APARTMENT,Robin,Islington,51.55261,-0.12253,Entire home/apt,100,5,211
Bright Rooftop Nest In Notting Hill,Clare,Westminster,51.51514,-0.19672,Entire home/apt,98,6,136
Large Double Room for Short/Long Stay selfcatering,Ming,Lewisham,51.44276,-0.0451,Private room,26,5,8
"Three Bedroom Sunny, Airy Penthouse in Hampstead!",Nan And Sam,Camden,51.55653,-0.17348,Entire home/apt,400,2,75
Children's room in central London,Niya,Southwark,51.47932,-0.10506,Private room,150,7,0
Double room in central London,Niya,Southwark,51.47979,-0.10355,Private room,140,7,0
Double room in central London,Niya,Southwark,51.47962,-0.10313,Private room,140,7,0
QUEENS PARK / KILBURN FLAT,Francois,Brent,51.53899,-0.19744,Entire home/apt,83,6,45
